Username,Rating,Date,Comment
Brett,,"Reviewed in the United States on August 2, 2021","Not impressed at all, i will never buy a renewed product again, rather spend the little extra and get new.
Product did not work at all.

Side note , Amazon did an amazing job and the package was collected 1 hour after i logged the fault.
I was refunded a couple of days later.
You guys are amazing."
Joshua Philipovich,,"Reviewed in the United States on August 30, 2022",I usually don't shop logitech due to their products just not being for me but I decided I'd give this mouse a try and it came to me with a scroll wheel that constantly was scrolling down.
Zackary,,"Reviewed in the United States on July 21, 2022","I saw that they offer refurbished ones, so I figured why not save a buck? I think they forgot to actually refurbish it. The middle button doesn't click, and the mouse wheel scrolls in the wrong direction half the time. At least it came with a built in fidget spinner"
Amazon Customer,,"Reviewed in the United States on March 20, 2023","Really in poor condition, a broken button, worn, sweat scabs in small places, rubber bands on the bottom detached."
Bobbie Oblinsky,,"Reviewed in the United States on March 15, 2023",Ended up sending it back
kim k paulsen,,"Reviewed in the United States on August 29, 2022",do not buy this mouse is crap stopped working 2 weeks after started using
Angie p.,,"Reviewed in the United States on September 18, 2022",It looks used already! Is not new
David Antolic,,"Reviewed in the United States on January 13, 2021","Great functionality, but the left click began to fail after only a few months of use as if it were some non name brand from Wish. I will never buy Logitech again."
santiago m.,,"Reviewed in the United States on February 3, 2023",
Ross Wagner,,"Reviewed in the United States on July 31, 2019","Right click button worked every so often within the first month, thought it was pc related until I swapped out the mouse. Don't bother with a refurb they won't stand by and will flat out ignore return requests."
YOSHIKI,,"Reviewed in the United States on August 8, 2019","Case was crap. it looks like picked up from junk box.

when connecting mouse, the mouse cable heating very hot and computer doesn't recognized the mouse.

tried to Macbook, and it says Too much power.

this product trying to destroy your computer."
Kenny Powers,,"Reviewed in the United States on January 13, 2020",Don’t waste your time with “renewed” version from Amazon. Mine was beat up and didn’t even include the weights which I consider to be essential. They were supposed to be included.
Andrew,,"Reviewed in the United States on November 29, 2022",It’s definitely used
S. Pauken,,"Reviewed in the United States on March 16, 2023",This is the worst piece of junk I've ever owned. The buttons are unresponsive and instead do random things and glitch out on their own. The Amazon Basics mouse is better than this. Into the trash this goes.
aasdasdasdasdasdasdasdads,,"Reviewed in the United States on August 16, 2022","G5/ MX500 / G500 / G501 all decent mice. This mouse, the skates fall off, the handles fall off, the scroll wheel goes off-sync to the motion, and it's just a total disappointment to someone who expected quality."
Andrey,,"Reviewed in the United States on December 30, 2020","Returning, because the logitech software is unusable, doesn't recognize the mouse on any computer. No setup available. Battling some half-cooked product is not my cup of tea."
